Fraction	Files	DEAD	YJGA	RLUB	RHLE	YHBY	YIBL	SRMB	RNR	RSMA	RSMG	RLME	IF3	RBFA	RSMC	RLUD	RIMN	RSMI	RLMF	RLMN	RSME	RPOD	RNB	RNE	RSUA	RIMM	RLUF	SRP54	RRAA	YDIJ	RSGA	RIMO	DER	OBG	HPF	RPOZ	RIMJ	RLPA	RNPH	RNC	RPOA	RPOB	RPOC	YBHC	SYFB	FKBA	RRF	NUSA	IF2	IF1	EFTS	CH10	CH60	RF3	PNP	TIG	CSPC	DNAK	GRPE	EFP	EFTU2	DUT	CSPG	CSPA	DNAJ	RLMM	RF1	RELA	RLMI	AHPF	TSAC	RLMKL	RNG	RF2	RHLB	YIHI	FKBB	RSMH	RSMB	RLMH	RSMF	RLUC	RLMG	SSRP	RLMC
Permissive_2	FG-SW-24	0.19798141	0.240580971	0.277539463	0.116631227	0.40395612	0.304934435	0.319210525	0.180895407	0.597616956	0.569820158	0.528431062	0.039640395	0.144882396	0.119014455	0.093949887	0.100497638	0.083830594	0.122230501	0.134414073	0.116290304	0.130236743	0.121782808	0.107047042	0.182305881	0.097594496	0.132307207	0.139262482	0.089211133	0.130442799	0.222463388	0.193784021	0.124059631	0.089563695	0.120842184	0.085224279	0.044342709	0.088658738	0.111612326	0.150080758	0.082641719	0.040708918	0.025416121	0.077138249	0.038101539	0.037494663	0.039805785	0.034037786	0.033786243	0.054394854	0.062680586	0.096432094	0.050054436	0.054242607	0.063529959	0.026766492	0.021034356	0.023607751	0.018782048	0.015138613	0.008751321	0.032586204	0.067175677	0.067175677	0.331607252	0.347934992	0.449799387	0.242578702	0.252961829	0.268431429	0.232140189	0.186005941	0.134277359	0.176540949	0.169786624	0.25973361	0.211977388	0.240623479	0.144287876	0.17933541	0.277418925	0.175581427	0.143311535	0.101784038	0.282904163
Permissive_3	FG-SW-25	0.193388061	0.999501384	0.477651431	0.212053489	0.406825633	0.282848415	0.226217072	0.236815071	0.549195099	0.690869075	0.559011478	0.042565856	0.205727141	0.077661033	0.133762327	0.200538552	0.171026834	0.115807201	0.208351548	0.250467312	0.131129615	0.169373598	0.127725829	0.197599023	0.216571479	0.082812912	0.113521254	0.161701037	0.179438817	0.247361719	0.363036087	0.170303575	0.164105935	0.171039868	0.116650308	0.122661055	0.057318406	0.097877076	0.157423506	0.085986171	0.050363663	0.030515501	0.048695264	0.044319426	0.05936782	0.039617513	0.052291047	0.041303531	0.070951344	0.051552832	0.017439364	0.061723634	0.079074735	0.082776791	0.029282745	0.026893523	0.026561967	0.02303134	0.014791481	0.006185056	0.057563651	0.09198851	0.09198851	0.367956571	0.453736422	0.245411666	0.3062523	0.210895578	0.295062554	0.287749961	0.17457748	0.200212074	0.289285694	0.160143857	0.334348599	0.162656208	0.383387441	0.147833668	0.228175065	0.13227338	0.256374792	0.142631559	0.082536203	0.360691319
Permissive_4	FG-SW-26	0.182108903	0.280024738	0.189742653	0.302548661	0.326106214	0.291716075	0.162804312	0.228905944	0.59780042	0.078215217	0.452996341	0.047224758	0.199605622	0.095083621	0.09618519	0.118335206	0.144752646	0.119579038	0.120246279	0.148369114	0.149920837	0.181253047	0.152590442	0.212188746	0.242525491	0.110423726	0.180659152	0.208514559	0.146256257	0.289862321	0.341332709	0.203948491	0.122184028	0.140909343	0.127937706	0.073609999	0.055519495	0.102888875	0.041511317	0.112720273	0.064512834	0.028071223	0.04942284	0.050720492	0.068780669	0.049240913	0.056559955	0.029659195	0.052722715	0.041650797	0.029555175	0.060146199	0.064483782	0.083006966	0.027060177	0.023981369	0.028986817	0.020948343	0.0203997	0.008032557	0.062374657	0.078808321	0.078808321	0.315704352	0.330873502	0.244749895	0.465248703	0.242538372	0.324357992	0.338828064	0.185197469	0.246480471	0.340185226	0.153747167	0.31039064	0.184118271	0.20594075	0.113124542	0.261644034	0.187526057	0.24415297	0.145800071	0.108926569	0.416539901
Permissive_5	FG-SW-27	0.200529107	0.558472331	0.190337074	0.276157166	0.40698949	0.341231713	0.158062066	0.297800722	0.63699661	0.961862311	0.397844198	0.046229098	0.177642094	0.126079123	0.16751088	0.196605284	0.157623265	0.140940702	0.174242602	0.175065109	0.138826057	0.176689689	0.12622213	0.068837636	0.202322486	0.111772111	0.128473239	0.147799568	0.247583888	0.248220462	0.282965705	0.165038914	0.120819511	0.114446966	0.135932726	0.086379693	0.059008324	0.084262403	0.089088243	0.104845244	0.062244624	0.032389721	0.059814329	0.056628268	0.040975602	0.053805404	0.042166575	0.037094717	0.069036395	0.053639939	0.033425178	0.068942664	0.060877412	0.056525729	0.028315878	0.022345188	0.027619865	0.01756207	0.027945171	0.006100694	0.05148519	0.079797762	0.079797762	0.336675745	0.313427642	0.217142916	0.219347795	0.198740153	0.32889012	0.243685062	0.247630778	0.246638943	0.28395486	0.208163632	0.33437873	0.114422506	0.170763279	0.137144296	0.202682867	0.231479746	0.193521847	0.19762962	0.10362806	0.784011818
Permissive_6	FG-SW-28	0.205910251	0.810594277	0.136168176	0.438862474	0.700003478	0.650894331	0.084292959	0.377487295	0.435463734	0.934057783	0.700816367	0.046011563	0.272957331	0.104342683	0.209705705	0.141182453	0.212219265	0.206267927	0.14683319	0.142649546	0.135876486	0.165225244	0.157731266	0.068487985	0.2341702	0.132626808	0.118451522	0.119785972	0.213575922	0.253251284	0.349104331	0.205478136	0.224755414	0.098245842	0.132192324	0.075143682	0.071328083	0.092105531	0.15219463	0.145223328	0.076234864	0.030494217	0.059790324	0.057340998	0.053059986	0.056535736	0.049231658	0.032408885	0.052305376	0.054352636	0.027185008	0.059440263	0.086817046	0.088382884	0.027257559	0.028240848	0.030211561	0.01731519	0.011465523	0.006854279	0.079759036	0.093221519	0.093221519	0.281835799	0.310223038	0.345576822	0.280405299	0.345750137	0.353484803	0.340573682	0.240738204	0.227412514	0.253601856	0.176145301	0.32298726	0.156426416	0.176441458	0.176316513	0.326961465	0.134835416	1.182377226	0.549265189	0.088098918	0.646401628
Permissive_7	FG-SW-29	0.219510981	0.85902849	0.233340112	0.274281392	1.154827512	0.548321112	0.105683547	0.225269438	0.367737189	0.56242349	0.483209135	0.035848025	0.344068868	0.105656545	0.116876275	0.128749352	0.167521955	0.232682907	0.174516413	0.16234901	0.12175027	0.186823824	0.09022083	0.133148249	0.120997887	0.181797945	0.226577643	0.122941537	0.26809528	0.250048376	0.247131167	0.242235881	0.194159165	0.074291109	0.131610123	0.085048262	0.088068703	0.144556568	0.107653115	0.085716902	0.053106476	0.043376261	0.03863479	0.038577991	0.044155928	0.055144375	0.048096797	0.04739344	0.052624345	0.057291555	0.039623995	0.049989454	0.070491431	0.074601356	0.036504057	0.021318323	0.034950496	0.019510534	0.022662755	0.00581737	0.031888372	0.063485827	0.063485827	0.370619871	0.25152373	0.144412607	0.281159744	0.180030976	0.202285698	0.319799353	0.307580514	0.229782055	0.257495984	0.230393019	0.240551583	0.181347095	0.224764247	0.166219611	0.20713064	0.126192448	0.205696779	0.172484306	0.099565401	0.495171237
Permissive_8	FG-SW-30	0.13652057	0.618569735	0.277764778	0.30408618	0.59191447	0.426572186	0.114223528	0.258245729	0.421408558	0.776234626	0.418277424	0.038552926	0.175791495	0.129545973	0.106029005	0.097342347	0.141666876	0.104135222	0.267642904	0.157705525	0.140585021	0.119376911	0.196617567	0.125289876	0.281954995	0.117798481	0.195747209	0.203515204	0.24272497	0.231973574	0.239520763	0.152249575	0.150533707	0.139782219	0.136501551	0.123328928	0.136319084	0.127041952	0.151263691	0.089023234	0.075692463	0.048118012	0.068825539	0.046031137	0.050517509	0.046417562	0.04827862	0.046004494	0.049720178	0.049070636	0.034157845	0.049035726	0.089475346	0.068685258	0.039074447	0.030511961	0.031307646	0.019634994	0.018545797	0.007935463	0.039656133	0.068863433	0.068863433	0.404275807	0.343015577	0.281811493	0.368895925	0.190845966	0.306840298	0.294932285	0.282931757	0.256406273	0.277460649	0.255820678	0.295198285	0.1837873	0.219850985	0.078333824	0.174275542	0.223693759	0.247092699	0.353273767	0.116401472	0.875532035
Permissive_9	FG-SW-31	0.18080665	0.356520132	0.228696751	0.166306748	0.377702944	0.374132763	0.106037325	0.231826709	0.619260072	0.080106581	0.455737802	0.053401377	0.201354571	0.111029945	0.154597309	0.149903985	0.209916261	0.164531072	0.189640352	0.248270981	0.230118347	0.218951956	0.15444924	0.116268592	0.25048382	0.111979989	0.176224915	0.185494143	0.229776406	0.25530594	0.24001614	0.205643574	0.116282774	0.112244691	0.120992735	0.082486073	0.052864119	0.121243589	0.132551384	0.088672935	0.074928227	0.038224412	0.04963546	0.056130784	0.067173929	0.048562387	0.047673462	0.035902753	0.077068937	0.058376537	0.058862439	0.051282748	0.059938728	0.081859039	0.031389323	0.031451962	0.037042875	0.019259079	0.032776067	0.008269868	0.059402166	0.092086233	0.092086233	0.432921287	0.499778552	0.258167077	0.332357641	0.220263424	0.333551098	0.261534828	0.198296254	0.239056291	0.268303066	0.26883558	0.331135151	0.123878049	0.22207872	0.148829728	0.259326928	0.136610634	0.736294153	0.111620261	0.122079976	1.175812356
Permissive_10	FG-SW-32	0.230476547	0.266663761	0.397562047	0.311405706	0.263408625	0.74659117	0.117208293	0.244073793	0.529184616	0.714560437	0.298241795	0.031828649	0.188885783	0.100518645	0.149333368	0.216766339	0.105464911	0.191585797	0.116492529	0.133393453	0.128393637	0.150908218	0.183901293	0.225650491	0.160847857	0.174898092	0.148703076	0.141155957	0.289406754	0.237862736	0.399175387	0.135452882	0.26872559	0.153159566	0.178410113	0.088375903	0.056717068	0.1306913	0.106808426	0.102147376	0.048164288	0.040551007	0.065221739	0.069455878	0.059515919	0.060137942	0.036359791	0.054396489	0.079501725	0.080551801	0.108437885	0.047455298	0.073793762	0.053649177	0.031003056	0.025300881	0.033730365	0.019676522	0.018572694	0.006273156	0.04074107	0.073068829	0.073068829	0.318903724	0.314842017	0.170325805	0.313855023	0.234106264	0.396265428	0.303552428	0.353074482	0.275765486	0.294685737	0.200400041	0.321839186	0.185962879	0.352280461	0.140738781	0.226407553	0.191879751	0.745347951	0.225303829	0.098565911	0.341577623
Permissive_11	FG-SW-33	0.188806353	0.15183314	0.228935681	0.317925763	0.206668744	0.249085875	0.08768344	0.23977459	0.702772505	0.057988975	0.527973605	0.052534481	0.201972191	0.10575137	0.099646408	0.302670068	0.110599652	0.132078174	0.135611598	0.241122125	0.166928217	0.1868985	0.100272488	0.202236523	0.192665272	0.150810619	0.266182209	0.165925214	0.271737409	0.176472892	0.302907543	0.181827059	0.150924666	0.10314533	0.12708196	0.071469428	0.064153712	0.090850599	0.13420448	0.13506967	0.059738241	0.037792224	0.065460814	0.048774326	0.106816637	0.043234033	0.041076246	0.04063346	0.062540005	0.07929306	0.012259117	0.052362445	0.045346628	0.053943978	0.025827505	0.020977889	0.037573884	0.017530098	0.039988213	0.008048786	0.046633208	0.059989779	0.059989779	0.270026722	0.503062488	0.367413378	0.453499496	0.255645841	0.304348425	0.302670068	0.276184724	0.20963433	0.210265107	0.218863584	0.196531441	0.149004685	0.334114589	0.24662571	0.277648439	0.527593919	0.41869414	0.555104675	0.115346046	0.899254299
Permissive_12	FG-SW-34	0.13689257	0.170819802	0.235398558	0.318173849	0.117947045	0.266123113	0.120444168	0.202556431	0.466682207	0.648807027	0.582285886	0.065078467	0.215389066	0.121049651	0.175770927	0.146486647	0.140120239	0.112596344	0.174707599	0.14768152	0.179996842	0.181617817	0.137036366	0.051304635	0.17386104	0.160438617	0.34406356	0.19858744	0.235952191	0.214120661	0.347182662	0.271504107	0.19000565	0.090140693	0.119639513	0.076609204	0.069164789	0.081260477	0.109849291	0.122714471	0.077732788	0.039513013	0.06650263	0.070330766	0.074747346	0.047423014	0.050280595	0.030722033	0.065202827	0.068128967	0.023803821	0.063196771	0.063242587	0.068046516	0.025694589	0.035395772	0.033666796	0.013022171	0.018220178	0.007465955	0.051930117	0.065426948	0.065426948	0.301673345	0.535667338	0.330228911	0.301394667	0.26206104	0.234683049	0.183716329	0.279675172	0.219917599	0.281028605	0.341708746	0.328159208	0.161185705	0.177493245	0.205398354	0.277357865	0.147677697	0.258858517	0.666033178	0.137652154	1.333321728
Permissive_13	FG-SW-35	0.189172861	0.257647512	0.33035119	0.216810869	0.099650017	0.279571188	0.119281828	0.246775154	0.260470793	0.53989355	0.629408855	0.035243515	0.211027271	0.075942898	0.098669913	0.112010686	0.101659178	0.123842268	0.152894407	0.220205065	0.18953216	0.191882742	0.132350765	0.074065096	0.187959851	0.176543715	0.313553971	0.215742248	0.22405788	0.196719416	0.230882353	0.181181644	0.164682653	0.182159417	0.117449503	0.112725346	0.065665067	0.231081313	0.144835731	0.116298726	0.054752953	0.042179119	0.100848613	0.104887683	0.068894123	0.047929657	0.039745222	0.040087962	0.058490814	0.060576739	0.02096207	0.045701132	0.068387256	0.048589814	0.026467601	0.038368361	0.034177779	0.016448156	0.021928194	0.007238343	0.047240482	0.059550056	0.059550056	0.239400328	0.357352655	0.17391994	0.417488159	0.228149108	0.231620848	0.319637961	0.220958292	0.267435714	0.316433836	0.346803033	0.308335012	0.141785123	0.267479488	0.184843845	0.482245075	0.296123062	0.145974495	0.228894467	0.138632706	1.179478888
Permissive_14	FG-SW-36	0.211934264	0.233799004	0.407901618	0.18590486	0.104939965	0.219033147	0.145844427	0.148609209	0.306572365	0.754733126	0.648973531	0.050073016	0.167421785	0.127127704	0.180540626	0.164341512	0.130863449	0.097109167	0.127237452	0.137597048	0.190839414	0.209990521	0.204180892	0.113842628	0.134109683	0.088115237	0.302575883	0.282132737	0.288194362	0.251145772	0.280199885	0.323296986	0.139239558	0.077609511	0.066098923	0.104865682	0.086372313	0.108721176	0.075123075	0.135573942	0.071154204	0.050446478	0.05592178	0.06581656	0.095009672	0.05870166	0.054056646	0.039243085	0.059747431	0.050613317	0.028285635	0.046913462	0.107241397	0.072047527	0.032454392	0.043952315	0.037808279	0.018961514	0.018381877	0.007860491	0.105661963	0.097001764	0.097001764	0.345270904	0.379370847	0.777150102	0.235946469	0.244135823	0.323940644	0.27700511	0.387110284	0.377872006	0.461621079	0.33582516	0.475470367	0.733215009	0.310850018	0.13885966	0.221511655	0.19011425	0.300180409	0.79332739	0.210847694	1.158036125
Permissive_15	FG-SW-37	0.14927982	0.276925619	0.326216482	0.298987401	0.10090871	0.228735435	0.143020244	0.203727314	0.327588626	0.666733264	0.452819962	0.068513769	0.168684846	0.113723324	0.135965718	0.134584002	0.126811088	0.068316764	0.214510844	0.11960205	0.218877648	0.219959723	0.170308798	0.084678348	0.054075492	0.102219824	0.308335754	0.288012251	0.184056613	0.252684293	0.382451937	0.327641679	0.214921725	0.127589813	0.070616912	0.12673842	0.148100813	0.111647367	0.113527472	0.134481318	0.1123443	0.047446394	0.082852598	0.108545465	0.085353402	0.066007589	0.078137949	0.046289968	0.060534126	0.054498128	0.023854379	0.047091529	0.086417692	0.117219547	0.061465864	0.043283536	0.030924404	0.024429656	0.019741087	0.008719182	0.070770476	0.126879146	0.126879146	0.394714677	0.64307905	0.74071752	0.300605999	0.186937396	0.365570908	0.227753498	0.475688652	0.286902075	0.656805344	0.535246059	0.377647769	0.242271747	0.181919418	0.239654934	0.248209023	0.25609657	0.257503936	0.748341551	0.328430917	0.670808605
Permissive_16	FG-SW-38	0.177708479	0.120505839	0.313836443	0.265356852	0.058310028	0.180734206	0.118041719	0.199356043	0.387093141	0.629725036	0.364493878	0.043779848	0.182673232	0.076300354	0.116834903	0.184700057	0.119927906	0.126890618	0.120715254	0.115344625	0.207206335	0.141429643	0.176392727	0.059419819	0.128438552	0.119068147	0.269652554	0.232587969	0.15921203	0.241242819	0.294734167	0.455840526	0.347971678	0.084339647	0.063671661	0.087206432	0.066926377	0.212557376	0.135060757	0.098425104	0.055921856	0.045965099	0.074868352	0.07234058	0.076121505	0.053110301	0.04643143	0.034360143	0.037675673	0.038355562	0.028236193	0.040542783	0.066721309	0.089740924	0.065244562	0.041275061	0.029335919	0.01886026	0.010735685	0.008826295	0.094641948	0.096836197	0.096836197	0.357627535	0.503382125	0.293476708	0.171715637	0.366250195	0.311029987	0.364062086	0.325156547	0.302685388	0.297195192	0.330499858	0.399608711	0.232883791	0.170205207	0.238904596	0.217729111	0.087796342	0.533616224	0.525953796	1.039456957	1.336351854
Permissive_17	FG-SW-39	0.273412294	0.153233378	0.250518332	0.258406479	0.076226322	0.174139542	0.22756135	0.180166703	0.567316943	0.084306192	0.47383323	0.043451869	0.146690781	0.108165986	0.265429153	0.166264524	0.118114226	0.151107196	0.129983065	0.087786572	0.193295582	0.197953798	0.163169115	0.226615892	0.282929725	0.252565832	0.235437232	0.205165065	0.151087462	0.264101028	0.182751884	0.343143976	0.576991173	0.106884822	0.102981409	0.108484112	0.107011327	0.10414446	0.094295684	0.103780497	0.079331744	0.040357654	0.080335648	0.108368586	0.075302281	0.052522526	0.045922954	0.051144056	0.057004088	0.043846062	0.028481928	0.045516315	0.110211222	0.079284532	0.060740869	0.046908886	0.030772388	0.015814941	0.012335833	0.008703141	0.082380589	0.099689446	0.099689446	0.435288876	0.453806955	0.425604602	0.432042228	0.235302957	0.319179639	0.26701736	0.401708594	0.26022395	0.413967991	0.207829116	0.349096812	0.234399319	0.184977016	0.362825567	0.248648597	0.16741489	0.352641328	0.842480843	1.39704895	0.362482192
Permissive_18	FG-SW-40	0.262697738	0.10453731	0.47577981	0.245938638	0.122390006	0.18763755	0.254702729	0.227133698	0.240332596	0.804444197	0.45555786	0.070647866	0.345745881	0.14603582	0.401991804	0.099233729	0.097676549	0.133554636	0.129205829	0.144606889	0.228352843	0.238064491	0.230540409	0.137263882	0.094587386	0.211616928	0.338323594	0.222617148	0.162622832	0.346879494	0.295443103	0.236681071	0.431728723	0.085072503	0.084864022	0.135874688	0.145095195	0.146223202	0.071959211	0.164704594	0.103784153	0.043661433	0.091529836	0.090831111	0.116697187	0.058858701	0.074552528	0.052930093	0.066148568	0.057554488	0.093433232	0.052017516	0.106640025	0.112116047	0.041244529	0.059897543	0.037529087	0.01713182	0.02324134	0.007951869	0.157519379	0.209934699	0.209934699	0.594551245	0.393582804	0.437423327	0.257446123	0.191255691	0.336745952	0.394300464	0.371937013	0.321025913	0.444195961	0.444619417	0.390841703	0.245603245	0.183045151	0.204816957	0.290296828	0.138431114	0.468453286	0.685490094	1.101892167	2.364252792
Permissive_19	FG-SW-41	0.217224221	0.159627933	0.173739924	0.307446561	0.082205236	0.176148239	0.132548949	0.387428066	0.46023011	0.608839347	0.545366855	0.047998297	0.134781342	0.127799172	0.248800631	0.11430732	0.105679361	0.176331272	0.105553665	0.129377051	0.205879271	0.222105054	0.140703696	0.112804437	0.122960279	0.182436715	0.195048569	0.269136501	0.160645647	0.206554447	0.24475711	0.225839787	0.180538319	0.061652054	0.060770681	0.116703926	0.098501793	0.194293221	0.108407833	0.127356153	0.106710234	0.03973517	0.054490125	0.07012846	0.071286483	0.060404407	0.06284587	0.032194878	0.063891446	0.041672433	0.023820815	0.036197954	0.082973331	0.067817052	0.043719172	0.048188141	0.02900963	0.016079079	0.019004595	0.006742743	0.107233875	0.182423909	0.182423909	0.494551487	0.419950244	0.401710723	0.289618403	0.157242454	0.233171266	0.228332717	0.282348005	0.271882591	0.35563981	0.247896953	0.361088112	0.330989591	0.43285448	0.251590007	0.427343147	0.134954114	0.320742345	1.089327424	0.797711159	0.297086914
Permissive_20	FG-SW-42	0.300972684	0.226286855	0.17019078	0.140680177	0.104792925	0.401616029	0.158577574	0.284747907	0.888644669	0.928370385	0.522491847	0.059613746	0.237216623	0.111989103	0.312706119	0.153468313	0.169497942	0.149413893	0.144936094	0.111678543	0.18901555	0.220455576	0.18239389	0.127149152	0.248942256	0.233116637	0.432239425	0.267765301	0.216890014	0.147640807	0.474301212	0.237890534	0.220052448	0.108110416	0.064168965	0.106552485	0.111163772	0.098714713	0.124858185	0.119771551	0.113593531	0.043754418	0.065249631	0.09340815	0.069600487	0.032469006	0.054051691	0.037794983	0.082182851	0.049188926	0.028264098	0.046437344	0.116424169	0.095783122	0.040965863	0.043033279	0.029035089	0.015444137	0.022232393	0.007470871	0.34133002	0.237761356	0.237761356	0.654346671	0.627832466	0.328079749	0.299902275	0.192625711	0.222155464	0.27196696	0.331652125	0.231805786	0.497535724	0.400934976	0.407646477	0.348013637	0.404105404	0.166108044	0.398120534	0.217159	0.167948291	0.609157179	0.317974746	0.822576525
Permissive_21	FG-SW-43	0.334710966	0.183286231	0.241941142	0.224832172	0.082168157	0.878370423	0.135763947	0.227792041	1.184098579	0.104871843	0.321804301	0.056690622	0.305107208	0.126933171	0.31051625	0.232399726	0.19061033	0.238082476	0.236122673	0.081128379	0.28387513	0.2705442	0.166843345	0.183725478	0.190262969	0.219867764	0.273871324	0.442562569	0.290247892	0.379657831	0.286333116	0.360905123	0.374025879	0.111794776	0.084778661	0.147490144	0.153966225	0.10758732	0.160531201	0.118492381	0.073180776	0.047838315	0.096125302	0.083282932	0.080781883	0.082751949	0.077714908	0.069744239	0.075505967	0.070431895	0.029923094	0.119327185	0.169879279	0.11444305	0.042746581	0.038542146	0.046501147	0.022767101	0.023394993	0.008421641	0.270919549	0.210875588	0.210875588	0.62710872	0.615505795	0.277773007	0.414232108	0.247726692	0.222398351	0.274351841	0.330382866	0.417324752	0.541844056	0.284976401	0.358343873	0.321403089	0.355583346	0.47908433	0.313207079	0.275286011	0.226064508	0.631227239	0.197323938	0.473059777
Permissive_22	FG-SW-44	0.356256062	0.341533601	0.260762294	0.289991036	0.103679923	0.442560954	0.147844418	0.351021606	0.799064206	0.102703082	0.434432824	0.066435996	0.234181043	0.154510742	0.182245125	0.254207632	0.192831466	0.169288238	0.188707228	0.109750994	0.174897119	0.26142173	0.178187814	0.119680503	0.122393186	0.42751307	0.329795317	0.326053255	0.420879494	0.449206031	0.289814669	0.186963367	0.341523505	0.067762112	0.103123863	0.207926931	0.220612184	0.084578694	0.151706749	0.104891728	0.086867348	0.058315094	0.12856047	0.124046623	0.093034607	0.072165202	0.102573296	0.058277155	0.077417538	0.064548676	0.035249579	0.147260791	0.121821884	0.117835314	0.046353859	0.053444428	0.118058688	0.021437712	0.017760422	0.010760181	0.418307177	0.334593294	0.334593294	0.959248215	0.506885779	0.393682327	0.367344402	0.249528545	0.352509763	0.254234512	0.341515976	0.267534256	0.50392472	0.288828983	0.392699576	0.193806657	0.364531036	0.256265251	0.325740413	0.419516844	0.298224901	0.194697037	0.237232004	0.552565308
